phrase_norm,count,phrase_len,n_words,source_split
thâm hết cả hậu,1,15,4,train
hưởi quần xì,1,12,3,train
ômôi,1,4,1,train
dcmmm,1,5,1,train
miệng co doi ma thui,1,20,5,train
"chính ""đồng bào"" ta cũng nổi hết da gà",1,38,9,train
virus +,1,7,2,train
than ôi,1,7,2,train
hội phụ nữ đông lào,1,19,5,train
bán nước hoa 500k như nước lã,1,33,7,train
chửi mắn,1,10,2,train
nhân quả,1,9,2,train
bán hàng thật đi,1,19,4,train
tiền che hàng cave,1,18,4,train
thiểu năng,1,10,2,train
sex,1,3,1,train
rên,1,3,1,train
bọn tục tỉu,1,11,3,train
nhục như chó,1,12,3,train
đàn ông đàn ang,1,15,4,train
chạy như chó,1,12,3,train
đánh trào máu,1,13,3,train
nói xéo,1,7,2,train
nô,1,2,1,train
banh nha xac,1,12,3,train
gja tao,1,7,2,train
bị tẩy não,1,10,3,train
có não cũng như ko,1,18,5,train
"cứ như mấy con bò đỏ, bị thuần chủng",1,36,9,train
giả dối,1,7,2,train
dek biết phân biệt sai trái sự thật giả dối,1,43,10,train
vi phạm pl,1,10,3,train
ngây ngô,1,8,2,train
khờ khạo,1,8,2,train
phạm pháp,1,9,2,train
coi dân như những con lừa,1,25,6,train
có dương vật ở dưới háng,1,24,6,train
mặt nhìn coi không có hậu,1,25,6,train
giang hồ mất dạy,1,16,4,train
ăn hô nói tục,1,13,4,train
ý thức như qq,1,13,4,train
im mẹ,1,5,2,train
thằng mặt lon,1,13,3,train
giống loài tỏ ra thượng đẳng,1,28,6,train
chả biết củ lìn,1,15,4,train
tàn,1,3,1,train
hù,1,2,1,train
miệng như hai miếng thịt bò,1,27,6,train
thằng ít tóc,1,12,3,train
khom lưng hửi đít thằng mao chó,1,31,7,train
mìn,1,3,1,train
lựu đạn,1,7,2,train
nổ banh cái dòng họ,1,19,5,train
thằng bê đê,1,11,3,train
này thì đáng sống,1,17,4,train
mịa nó,1,6,2,train
chó bò,1,6,2,train
giết người,1,11,2,train
đéo động não,1,12,3,train
mọe làm không được chứ gì,1,25,6,train
cán dọng,1,8,2,train
mua quan bán chức,1,17,4,train
bọn đấy,1,7,2,train
tàn mồm,1,7,2,train
cái mỏ như mỏ vịt,1,17,5,train
thề lề,1,6,2,train
thè lè,1,6,2,train
jk nào dừa chắc ooke,1,20,5,train
chiếm giùm sẽ trả lại,1,21,5,train
cam,1,3,1,train
thanh loai gi,1,13,3,train
bóng tâm thần,1,13,3,train
lolzzzz,1,7,1,train
bắn cm,1,6,2,train
ảo tưởng vãi lồnn,1,17,4,train
sát chết,1,8,2,train
bớt ảo tưỡng,1,12,3,train
làm sấu mặt,1,11,3,train
nó bỏ,1,5,2,train
chui lon,1,8,2,train
thang be de thui,1,16,4,train
thuyết âm mưu,1,13,3,train
chấm mút các kiểu,1,17,4,train
tk trẩu,1,7,2,train
sập,1,3,1,train
ra toà chỉ là diễn hề,1,21,6,train
giữ mồm giữ miệng,1,17,4,train
mắc bệnh lạ,1,11,3,train
gãy răng,1,8,2,train
cứt kiếc,1,8,2,train
dân đánh trộm => đi tù,1,22,6,train
nằm viện này nọ,1,15,4,train
ỉa bậy,1,6,2,train
ý thức hơi kém,1,14,4,train
để bk k phải nuôi nk như bọn chúng từng lếu láo,1,47,12,train
nk đang bị đô hộ bởi bk,1,23,7,train
ỉa đái,1,6,2,train
bk,1,2,1,train
lew lew,1,7,2,train
quần gạ chịch,1,13,3,train
lỳ cái mặt bám ghế,1,18,5,train
lụn bại tàn mạt,1,15,4,train
chọi,1,4,1,train
đút con mẹ nguyên cái buồi,1,26,6,train
chym,1,4,1,train
ông,1,3,1,train
băn,1,3,1,train
bọn ranh con,1,12,3,train
armu,1,4,1,train
ngậm buồi,1,9,2,train
nulo,1,4,1,train
lông loz,1,8,2,train
ô noi,1,5,2,train
chất độc,1,10,2,train
phiên tòa như show hài,1,22,5,train
chữi,1,4,1,train
gớm giết,1,8,2,train
co,1,2,1,train
mỏ l*n,1,6,2,train
đuma,1,4,1,train
ke le,1,5,2,train
chửi thì to mòm,1,15,4,train
khóc lóc năn nỉ,1,15,4,train
đứa con nik còn thấy nhục dùm,1,29,7,train
ngưu tầm ngưu,1,13,3,train
phè phỡn,1,8,2,train
bệnh thì mới nhớ,1,16,4,train
có não kg,1,9,3,train
ăn chơi nhẩy múa sứ người,1,25,6,train
gặp họa,1,7,2,train
lôz,1,3,1,train
hãm lz,1,6,2,train
chao xả gich,1,12,3,train
can,1,3,1,train
ban thieu,1,9,2,train
hãy nhìn ánh sáng của đảng và quên đi sự bất công của cuộc sống,1,63,15,train
bọn sán dây,1,11,3,train
tam tu bi ma mieng thi kem gai,1,30,8,train
đổi màu hộ chiếu,1,16,4,train
lột dân chừng ko còn cái quần,1,29,7,train
xam lo,1,6,2,train
đội nhau lên đầu,1,16,4,train
xứ bắc hà,1,9,3,train
thô tục,1,7,2,train
chặt cái đầu heo nó,1,19,5,train
con c,1,5,2,train
ước gì sự giàu có tỷ lệ thuận với ý thức,1,40,11,train
phẩn động,1,10,2,train
quê vlin,1,8,2,train
lũ ăn cướp,1,12,3,train
du ma may,1,9,3,train
bat may,1,7,2,train
bọn chó sư,1,10,3,train
kém cỏi,1,7,2,train
thí vài con tốt,1,15,4,train
khủng khiếp,1,11,2,train
gãi ghẻ,1,7,2,train
thánh sống,1,10,2,train
coi thường,1,10,2,train
trắng mắt,1,9,2,train
không biết tốt xấu,1,18,4,train
phát khiếp,1,10,2,train
kịn khủng tởm,1,13,3,train
chưi băc ky,1,11,3,train
gô cô no lai,1,12,4,train
làm được gì,1,11,3,train
ý thức còn ít hơn cả số tiền trong túi t,1,40,11,train
chốn,1,4,1,train
con tâm thân,1,12,3,train
qui cai,1,7,2,train
lua gat,1,7,2,train
con quỷ cái,1,11,3,train
lũ bợ đít,1,9,3,train
con mẹ chúng mày,1,19,4,train
con bệnh,1,8,2,train
tẩy chay,1,8,2,train
quân khốn nạn,1,13,3,train
nô lệ,1,6,2,train
mặt dầy như đít trâu,1,20,5,train
xàm xàm,1,7,2,train
bọn việt tân,1,12,3,train
đu thăng cha tyi bay,1,20,5,train
con di~ dang hang,1,17,4,train
kho,1,3,1,train
do ngu,1,6,2,train
cảm ơn các vị lãnh đạo đảng ta đã tạo điều kiện cho những đứa trẻ như con của tao vừa sinh ra đã mang nợ trong mình,1,115,28,train
khinh ng,1,8,2,train
trốn trại,1,9,2,train
cố chấp,1,7,2,train
ăn thua sân si,1,14,4,train
thổ phỉ,1,7,2,train
chọc mù,1,7,2,train
bien,1,4,1,train
cố mà vô địch thêm 13 lần nữa,1,29,8,train
đ.buoi,1,6,1,train
vua sau vua nao yeu,1,19,5,train
đell,1,4,1,train
rẻ rách,1,7,2,train
bọn cho,1,7,2,train
không có phúc,1,13,3,train
đời cha ăn mặn đời con khát nước,1,32,8,train
chửi mày ngu,1,12,3,train
chó giấy,1,8,2,train
xạo lồn,1,9,2,train
mày bú lồn,1,12,3,train
ngáo,1,5,1,train
đéo biết gì thi ngồi im,1,23,6,train
vét máng,1,8,2,train
boom,1,4,1,train
mộng du,1,8,2,train
đào nam lấp bắc,1,15,4,train
"""bò lết""",1,8,2,train
conchodi,1,8,1,train
v*l,1,3,1,train
nghèo mà nổ lắm,1,15,4,train
bọn 3 que,1,9,3,train
an kg duoc,1,10,3,train
chi,1,3,1,train
tan nat,1,7,2,train
loai,1,4,1,train
người khuyết tật,1,16,3,train
quyền,1,5,1,train
não đéo phát triển,1,18,4,train
tội,1,3,1,train
lường gạt,1,9,2,train
người trình độ lớp ba trường làng,1,33,7,train
mũi thì bị lệch,1,15,4,train
miệng thì phun,1,14,3,train
"đ,m,c,l",1,7,1,train
"cười vô nghĩa, vô thức",1,22,5,train
thằng đàn bà,1,12,3,train
bò ngu,1,6,2,train
tung hứng hò bả chó,1,19,5,train
chúa lừa dân,1,12,3,train
loại bỏ,1,7,2,train
sủa cmm,1,7,2,train
đmmmm,1,5,1,train
cục súc,1,7,2,train
dí l vào mặt,1,12,4,train
loz què,1,7,2,train
next mẹ mày,1,11,3,train
phế vật,1,7,2,train
fuck you,1,8,2,train
shit,1,4,1,train
độu má,1,6,2,train
phế,1,3,1,train
dem. ba. nay. di benh. vien,1,27,6,train
ko dc di học,1,12,4,train
vãi cả lồn,1,13,3,train
0 có học,1,8,3,train
buồn,1,4,1,train
chó làm người phải chịu,1,23,5,train
quỷ,1,3,1,train
chó cs,1,6,2,train
rãnh đít,1,8,2,train
lũ tham ô tham nhũng,1,20,5,train
hốc hết cứt,1,11,3,train
kẻ ngu ngóc,1,11,3,train
thối nát thối nát,1,17,4,train
ngu còn hay phát biểu,1,21,5,train
ém nhẹm,1,7,2,train
nhìn bẩn con mắt,1,16,4,train
thất bại của việc bố mẹ mày làm tình,1,36,9,train
thiển cận,1,9,2,train
c.*.t bằng bù lon,1,17,4,train
khó nghe,1,8,2,train
dài dòng,1,8,2,train
trên trời dưới biển,1,19,4,train
nói sau lưng,1,12,3,train
""" con c* hưng phấn """,1,20,6,train
thông dâm,1,9,2,train
sinh con đẻ cái có khi còn không có lỗ đít để đi ị,1,50,14,train
thúi rùm,1,8,2,train
má,1,3,1,train
loại,1,5,1,train
trai không ra trai.gai không ra gái,1,36,7,train
thằng hl,1,8,2,train
thằng xl,1,8,2,train
nhét tiền,1,9,2,train
lòi họng,1,8,2,train
duconme,1,7,1,train
bần tiện lưu manh,1,17,4,train
"cái bọn ""animal",1,15,3,train
ăn tiền nên mới xử,1,18,5,train
liếm đít,1,8,2,train
chửi lộn,1,10,2,train
l** mày,1,7,2,train
con thú vật đầu thai,1,20,5,train
não,1,4,1,train
tamthan,1,7,1,train
batron,1,6,1,train
ai mà thèm,1,10,3,train
đánh nhau,1,9,2,train
đầu óc thua cả 1 bác nông dân,1,29,8,train
lũ trẻ trâu,1,11,3,train
lai,1,3,1,train
lại,1,3,1,train
biến thá,1,8,2,train
rẻ tiền,1,7,2,train
ngực nhỏ quá đi,1,15,4,train
chửi bọn tư bổn,1,15,4,train
ko ở xứ thiên đường mà trốn ở lại xứ dẫy chết,1,45,12,train
mấy đứa tự nhục,1,16,4,train
ai là quan chức mad ko lạm quyền,1,32,8,train
mày chửi,1,8,2,train
thằng âm binh,1,13,3,train
gậy mày đập vào mặt mày,1,23,6,train
đáng đời,1,8,2,train
chửi người ta làm sao mày gánh hết,1,34,8,train
đám cầu thủ đỏ,1,14,4,train
chửi bới,1,8,2,train
tục tằn,1,7,2,train
đám bò đỏ chửi,1,14,4,train
""" con """,1,7,3,train
kinh tởm,1,8,2,train
bọn nhai đi nhai lại,1,20,5,train
do vo học ko co dao dục,1,25,7,train
thu do se bi qua bao se chẹt tham,1,34,9,train
"phá nc, bán ns",1,14,4,train
bọn mắt híp lò xo thụt,1,22,6,train
cái l,1,5,2,train
cưa,1,3,1,train
thằng khuyết tật đầu ngoẹo sang một bên vẫn được làm quan thái thú cai trị một dân tộc,1,86,19,train
thẳng,1,5,1,train
củ c,1,4,2,train
làm ăn bố láo,1,13,4,train
đẩy người tiêu dùng vào tù,1,26,6,train
con điên con hâm con chập cheng,1,31,7,train
dám ra mặt trận,1,15,4,train
gõ phím,1,7,2,train
ngua quen dương cu,1,18,4,train
đánh bomm chết cha,1,18,4,train
lũ bác sỹ như mày,1,17,5,train
đồng tiền vơ bẩn,1,19,4,train
ói máu,1,6,2,train
chửi láo,1,8,2,train
đánh đập,1,8,2,train
chế giễu,1,8,2,train
ông cố nội,1,10,3,train
xơi,1,3,1,train
đitconme,1,8,1,train
chúg nó,1,7,2,train
điz mé,1,6,2,train
con đỉ chó xl,1,13,4,train
tư duy cao y như bò cube,1,24,7,train
liếm hậu m*n,1,12,3,train
cấm,1,3,1,train
bắn mịa nó,1,10,3,train
đập đá,1,6,2,train
bọn súc sinh,1,12,3,train
tù,1,3,1,train
shjt,1,4,1,train
sinh ra nham dat nuoc,1,21,5,train
tụi mầy,1,7,2,train
dơ cái tánh chó,1,15,4,train
lũ đa nhan cách,1,15,4,train
đéo húp,1,7,2,train
thg cho,1,7,2,train
thg suc vat,1,11,3,train
búa liềm tq,1,11,3,train
giặc tra tấn dã man thế nào cũng không mở mồm có #,1,50,13,train
ý thức của chị nhung còn ít hơn cả nhân bánh mì của t,1,53,14,train
cln,1,3,1,train
đậu rồi má,1,10,3,train
ncc,1,3,1,train
ong co binh thuong khong vay ong?,1,33,7,train
mạng của bọn nó là vàng còn với dân đen như cỏ rác,1,50,13,train
đám thối nát,1,12,3,train
tới số,1,6,2,train
dân bắc kỳ,1,10,3,train
troi danh,1,9,2,train
dam xe,1,6,2,train
be dau,1,6,2,train
thu khau nghiep,1,15,3,train
hãm loll,1,8,2,train
th cha m,1,8,3,train
diễn hài chỉ đáng xách dép quan chức việt,1,41,9,train
lệ xồn,1,6,2,train
bu cu,1,5,2,train
cứt cũng thành cơm,1,18,4,train
l má tui bây,1,12,4,train
chích,1,5,1,train
ông ổng như lợn rống,1,20,5,train
con tinh trùng khuyết tật,1,25,5,train
kí 1 cái là đc cả trăm tỉ mà éo phải đi tù,1,42,13,train
a bụng bự,1,9,3,train
bọn chúng trả thù,1,17,4,train
bóng,1,5,1,train
chống tổ quốc,1,13,3,train
thối lồn,1,8,2,train
cái bọn,1,7,2,train
phúc nghẹo,1,10,2,train
trọng lú,1,8,2,train
không bình thường,1,17,3,train
xąo,1,3,1,train
lẩm cẩm,1,7,2,train
bíên,1,4,1,train
nôn,1,3,1,train
ý thức như l,1,12,4,train
múa phím,1,8,2,train
loại ghen ăn tức ở,1,18,5,train
đái tật,1,7,2,train
chết mất,1,10,2,train
lỗ,1,2,1,train
hổn hào,1,7,2,train
phân biệt chủng tộc,1,19,4,train
giẻ rách,1,8,2,train
oánh,1,4,1,train
cái đồ quốc gia chế độ cũ bị lật đổ,1,35,10,train
chị có hai cái hòn dái,1,22,6,train
tàu khựa,1,10,2,train
chiếm,1,6,1,train
chỉ điểm,1,10,2,train
lãnh đạo trường thì đang cố giấu,1,32,7,train
cọ,1,2,1,train
bàn thời,1,8,2,train
bèo khùng,1,9,2,train
trưng dụng,1,10,2,train
dume,1,4,1,train
đầu óc đ gì cứ như gói trà túi lọc,1,34,10,train
bon dien,1,8,2,train
họ nhà m,1,8,3,train
điss,1,4,1,train
dạng háng bắt sele buscu,1,24,5,train
lẫn,1,3,1,train
mấy người có tiền sẽ bị nhiều,1,29,7,train
kệ mẹ lồi,1,9,3,train
bao che cho nhau,1,16,4,train
lôi bệnh tâm thần ra làm lá che chắn để chối tội,1,48,12,train
cái phao để cứu cho những tên cs,1,32,8,train
củ căc,1,6,2,train
ăn ở k có đức,1,13,5,train
xạo xược,1,8,2,train
"ăn k nói có mà cũng bày đặt đẻ con,giáo dục con,cho con di học",1,62,15,train
ăn trên ngồi chốc,1,17,4,train
thầy của bọn bò đỏ,1,18,5,train
bò mãi o nhận ra vì nhồi sọ umê,1,31,9,train
chửi càng,1,9,2,train
"bò ơi nghỉ lại đi, chứ đừng để bị làm nội tạng cho giặc tàu",1,59,15,train
đơm,1,3,1,train
lỗ nhị,1,6,2,train
chưa bở phiếu mà đã cơ cấu 4 chức vụ chủ chốt rồi,1,49,13,train
gây mâu thuẫn,1,13,3,train
xạo lồn chó,1,11,3,train
chó hoang,1,9,2,train
xuống địa ngục,1,14,3,train
lồn mẹ,1,6,2,train
dan ba,1,6,2,train
đit mè,1,6,2,train
thằng khốn,1,10,2,train
ma ranh,1,7,2,train
tham thì thâm,1,13,3,train
bọn chó chỉ biết ăn,1,23,5,train
ngựa,1,4,1,train
đầu bó,1,6,2,train
loè,1,3,1,train
mé nó,1,5,2,train
dối trá và mị dân,1,17,5,train
ngu v~ chưởng,1,13,3,train
cái mỏ nó sưng,1,14,4,train
ảo tưởng sức mạnh,1,17,4,train
có ra gì đâu,1,12,4,train
vn cũng tư bản,1,14,4,train
thằng lãnh đạo,1,14,3,train
chứ dân đen có đc gì đâu,1,24,7,train
óc cứt vkl,1,10,3,train
chôn chất thải độc hại gần nguồn nước,1,37,8,train
thành phần như m tốt nhất nhập tịch tq,1,38,9,train
sau vc,1,6,2,train
lão hitler,1,10,2,train
lũ cặn bã dơ bẩn,1,16,5,train
đè chết,1,7,2,train
chưa kéo quần ngoài,1,19,4,train
ngu người,1,9,2,train
đút vào mồm,1,11,3,train
dị,1,3,1,train
không tin chị này là con người,1,30,7,train
thọc con mắt chóng cái tai,1,26,6,train
cailon,1,6,1,train
mả cha nhà mày,1,14,4,train
mỗi lãnh đạo chắc chắn có máy bay riêng,1,39,9,train
nhố nhăng,1,9,2,train
đừng như bây giờ tên cũng không dám gọi,1,39,9,train
chúc bác lượng luôn an toàn,1,27,6,train
đkm bọn chó đẻ,1,14,4,train
"dân trả nợ , chứ các lãnh đạo đâu trả",1,37,10,train
vô ích,1,6,2,train
vô nghiã,1,8,2,train
ăn trộm,1,7,2,train
botay,1,5,1,train
hang,1,4,1,train
cái quần in hệt cái ý thức,1,26,7,train
nhìu cái siêu z mà thíu cái siêu thoát,1,38,9,train
chửi vô tội vạ,1,17,4,train
con bò,1,7,2,train
làm màu,1,7,2,train
máy chị ninja,1,13,3,train
loại viết chính tả còn không rành còn đòi bàn chính trị,1,55,12,train
ngu dốt thất học,1,16,4,train
hàng fake,1,9,2,train
hàng dởm,1,8,2,train
clone sủa cc,1,12,3,train
concard,1,7,1,train
chi co cai mieng,1,16,4,train
phat lac,1,8,2,train
vo vung,1,7,2,train
k bang con chùm,1,15,4,train
bú trên,1,7,2,train
bú dưới,1,7,2,train
"thằng phụ bếp làm ""tủ lạnh",1,26,6,train
thằng thiến heo làm tbt,1,23,5,train
xuống hố cả nút,1,15,4,train
nói câu đó có ngày bà nghèo,1,27,7,train
rận chủ vịt tần,1,15,4,train
quật chết mẹ nó,1,15,4,train
con đàn bà lèo lon,1,18,5,train
c*,1,2,1,train
mắc mớ,1,6,2,train
đầu óc có bệnh,1,14,4,train
đuổi thẳng cổ,1,13,3,train
đi,1,2,1,train
đu may,1,6,2,train
treo cổ,1,7,2,train
nguyền rủa,1,10,2,train
ngây thơ ko bt j,1,16,5,train
loài ấuhồ,1,9,2,train
bọn độc tài,1,11,3,train
bọn phản động,1,13,3,train
quen lối sống hùa bầy đàng,1,26,6,train
đái ngồi,1,8,2,train
con người chứ có phải con chó,1,29,7,train
toi so,1,6,2,train
sao các anh khác xa mấy con ....(định bảo con chó nhung thấy xúc phạm con chó quá),1,82,18,train
chủi,1,4,1,train
tiểu quốc rau má,1,16,4,train
lũ ngợm lừa,1,11,3,train
bè lũ tham quan,1,15,4,train
thằn,1,4,1,train
con sinh vật kì bí,1,18,5,train
thứ rác rưỡi,1,12,3,train
tốt đẹp gì,1,10,3,train
đi đêm qua lại,1,14,4,train
gió chiều nào ông ta ngã chiều đó,1,33,8,train
ngư ông đắc lợi,1,15,4,train
bà nội,1,6,2,train
bỏ tiền vào mồm,1,15,4,train
nghèo bền vững,1,14,3,train
ní nuận,1,7,2,train
điêu,1,4,1,train
chúg,1,4,1,train
dit,1,3,1,train
giàu thường hay quên cách ăn mặc á,1,34,8,train
"lợn, bò cũng có thể làm lãnh đạo",1,39,8,train
bọn tầu,1,7,2,train
sao lol,1,7,2,train
diễn hài,1,8,2,train
chia re.thuần hoá,1,17,3,train
thủ tục dân nước,1,16,4,train
mất nước,1,8,2,train
tội nhân thiên cổ,1,17,4,train
mã cha chúng mày,1,16,4,train
văng tục,1,8,2,train
vkllllllllll,1,12,1,train
tên bán nam bán nữ,1,18,5,train
lũ súc vật,1,10,3,train
dân bẩn,1,7,2,train
“cháu ngoan” boác hù,1,20,4,train
thứ lừa đảo,1,11,3,train
ung thư da,1,10,3,train
nó bỏ ba cái chất gây nghiện,1,28,7,train
xui,1,3,1,train
thất đức,1,8,2,train
chống phá,1,9,2,train
con quỷ mặt rỗ,1,14,4,train
thù dai,1,8,2,train
lũ sức sinh,1,13,3,train
bán hàng giả,1,12,3,train
hi sinh thầm lặng,1,19,4,train
chia chát,1,10,2,train
núp lùm ăn tiền,1,18,4,train
ăn tiền tài trợ,1,15,4,train
kiếp sống chó săn,1,17,4,train
bá zoe,1,6,2,train
mấy đứa,1,7,2,train
bướm,1,4,1,train
con đường xuống hố cả nước,1,26,6,train
ngóc đầu dậy ko nổi,1,19,5,train
sục c#c,1,7,2,train
tên loài sinh vật lạ :dư luận viên,1,34,8,train
bắc kỳ con,1,12,3,train
xau,1,3,1,train
nhảm nhí vl,1,11,3,train
đù má thùng rỗng kêu to,1,23,6,train
thúi,1,4,1,train
đồ. do. bán,1,11,3,train
dốt nát,1,7,2,train
bọn ngu 3///,1,12,3,train
dẻo mồm,1,7,2,train
tiêm nhiễm,1,10,2,train
cái loại như này,1,16,4,train
mấy đứa 3///,1,12,3,train
lây lan cho dân chúng,1,21,5,train
bạo loạn,1,8,2,train
dân lưu vong,1,12,3,train
dân tộc tàn độc nhất thế giới,1,29,7,train
long lone,1,9,2,train
nhìn nhà tiên tri vủ trụ trần dần giống con chó,1,47,11,train
sục cặc,1,7,2,train
âm binh,1,7,2,train
chống,1,5,1,train
"ăn tục, nói khoét",1,17,4,train
xách cần đi câu cơm,1,19,5,train
bọn ba que,1,10,3,train
đoản hậu,1,8,2,train
cặp môi như hai miếng thịt trâu,1,31,7,train
cây vô đầu,1,10,3,train
mang dịch về,1,12,3,train
bi nhũng,1,9,2,train
con đien,1,8,2,train
thăng l,1,7,2,train
lũ ngu chó đẻ,1,13,4,train
giết chết,1,9,2,train
óc éo bằng con chó,1,18,5,train
nộp thuế nuôi ai đây,1,20,5,train
đánh chết cụ mấy tg nhà báo,1,27,7,train
láo lz,1,6,2,train
đánh chết mẹ nó đi,1,18,5,train
chet moe,1,8,2,train
bóng đỏ,1,7,2,train
lộng quyền,1,10,2,train
cặv,1,3,1,train
xác chết,1,8,2,train
âm phủ,1,6,2,train
luật quả báo,1,12,3,train
sống bẩn,1,8,2,train
"học sinh nữ lột quần áo đánh nhau ngoài đường, học sinh nam đứng cổ vũ, thầy giáo giao cấu với học trò đến có thai, cô thì đánh học sinh đến nhập viện cấp cứu, học sinh ra đường như du côn, đánh nhau như phim kiếm hiệp",1,218,49,train
cách ly,1,7,2,train
nhai đi nhai lại như con bò,1,27,7,train
tao khinh,1,9,2,train
do khung dien,1,13,3,train
bọn tàu,1,9,2,train
chó má,1,7,2,train
mes,1,3,1,train
ddm,1,3,1,train
khó ưa vc,1,9,3,train
về vn làm cái đéo gì,1,20,6,train
thượng bất chính,1,16,3,train
đạo đức xuống cấp,1,17,4,train
yếu kém,1,7,2,train
mặt ngu hơn bò,1,14,4,train
ông già nuôi tốn tiền bỉm sữa vl,1,32,8,train
chán con mẹ nó,1,14,4,train
bắn đạn hơi cay vào dân,1,23,6,train
dày xéo,1,7,2,train
bạo quyền,1,9,2,train
lòn má mày,1,12,3,train
mất dạy,1,8,2,train
con má,1,6,2,train
nhận án tử hình,1,15,4,train
chuyên môn mẹ gì mà đòi kĩ lăng,1,31,8,train
sút,1,3,1,train
bọn trung quốc chó,1,18,4,train
dập dá,1,6,2,train
não quá,1,7,2,train
dan den,1,7,2,train
bon bao ve chi la may con cho giu cua,1,37,10,train
bon cho hua,1,11,3,train
vi rút tên nhung,1,16,4,train
đơm chết mẹ nó,1,14,4,train
vếu,1,3,1,train
bọn báo lá cải,1,14,4,train
đeso,1,4,1,train
loại khùng,1,12,2,train
đi học tiếng người,1,18,4,train
đợi mãi không có,1,16,4,train
lonnn,1,5,1,train
đ”,1,2,1,train
chế độ vc,1,9,3,train
gét,1,3,1,train
óc tó,1,5,2,train
cờ hó,1,5,2,train
bà mẹ nó,1,8,3,train
chửa,1,4,1,train
đồ khẩu nghiệp,1,14,3,train
pủi chứng nó,1,12,3,train
het. thuoc. chua,1,16,3,train
thằng khựa,1,10,2,train
loài,1,4,1,train
vãi nhồn,1,8,2,train
đm nhái thg,1,11,3,train
phi tên lửa bằng mõm,1,20,5,train
bom nổ chết mẹ mày,1,18,5,train
làm j có ích tí chứ đừng có giống mấy bạn hàn quốc,1,50,13,train
hàng giả chính hãng,1,19,4,train
vào rừng ở,1,10,3,train
"vào trường lớp giáo viên dạy ta bải vệ môi trường cây cối này nọ, song thực tế các bác lớn hằng ngày vẫn đưa ra nhìu dự án, đề xuất để rồi rừng ít lại còn ít hơn. và lại đưa đề nghị luận xh về việc chặt phá rừng",1,211,51,train
đã kích,1,7,2,train
nhảm loz vcc,1,12,3,train
đả kích,1,7,2,train
loại này cho vài trái sầu riêng vào mặt là còn nhẹ,1,50,12,train
lon má,1,6,2,train
con mẹ chúng mày,1,16,4,train
"thằng "" nát",1,11,3,train
con sâu gặm tiền,1,16,4,train
nghiệp,1,7,1,train
con bệnh,1,9,2,train
dcm chúng mày,1,15,3,train
bố,1,3,1,train
tuột quần,1,9,2,train
múa,1,3,1,train
táp,1,3,1,train
chó táp cức,1,11,3,train
bơm,1,3,1,train
bơm ma túy,1,10,3,train
trầm trọng,1,10,2,train
trẻ trâu đm,1,11,3,train
vlòn,1,4,1,train
loại mày,1,8,2,train
ngu cmm,1,7,2,train
nuôi,1,4,1,train
cẩu quan,1,8,2,train
ong can bo ay ko fai la nguoi,1,29,8,train
ns cái lồn gì k đc,1,18,6,train
ochco,1,5,1,train
dkmm,1,4,1,train
tàn phá,1,7,2,train
đào mã chôn xác,1,15,4,train
tổ tiên nhà bọn mày,1,19,5,train
rủa,1,3,1,train
cả họ con này bị ma ám,1,22,7,train
"cứ tập trận như đúng rồi, sợ dân ta đến biểu tình nên phải làm vậy đây mà",1,73,18,train
vỡ mồm,1,6,2,train
lu tham nhung,1,13,3,train
chả có nổi ý thức,1,17,5,train
ngu ngục,1,8,2,train
không biết điều,1,15,3,train
xem thường,1,10,2,train
vãi thị lồn,1,11,3,train
mạng nguoi rẻ bèo,1,17,4,train
bó nhan,1,7,2,train
vải lông,1,8,2,train
nổ lằn nổ lốn,1,13,4,train
lũ cừu cáo ngơ,1,14,4,train
đéo làm được con cặc gì,1,23,6,train
làm mầu,1,7,2,train
con nhung đầu heo,1,17,4,train
nói móc,1,7,2,train
ngây thơ,1,8,2,train
mấy cái,1,7,2,train
sống thua cả con vàng,1,21,5,train
xả thải,1,7,2,train
mạnh mồm,1,8,2,train
vô hậu,1,6,2,train
bọn tham nhũng,1,14,3,train
tán,1,3,1,train
thốn mặt lằm,1,12,3,train
chửi đau chửi đớn,1,17,4,train
rửa tiền phong cách cocc,1,24,5,train
lươn lẹo,1,8,2,train
câm mẹ mồm,1,10,3,train
có tí tiền lo mà bổ túc lại cái não,1,35,10,train
chuì lol,1,8,2,train
chó đàn hút máu,1,15,4,train
triệt đường sống dân đen,1,24,5,train
nhét chữ vào mồm,1,16,4,train
hột le,1,7,2,train
vàng mã âm binh,1,17,4,train
nát,1,4,1,train
người phụ nữ như mẹ nó,1,27,6,train
bị dí súng vào đầu như bên trung đông,1,37,9,train
thằng này,1,9,2,train
sủa như 1 con chó dại,1,21,6,train
chửi qua chửi lại,1,17,4,train
con khùng thúi,1,14,3,train
bọn 3/// tuột quần,1,18,4,train
địa ngục,1,8,2,train
bọn cặn bả,1,10,3,train
clgb,1,4,1,train
con gà 1000kg,1,13,3,train
bảng mặt nó ko bằng lông lồn,1,28,7,train
con yêu nghiệt,1,14,3,train
trồi,1,4,1,train
lũ vô học,1,11,3,train
trả đũa,1,7,2,train
ăn bằng máng,1,12,3,train
quất chết mẹ nó,1,15,4,train
đm nó,1,5,2,train
bố thí,1,6,2,train
thứ điên,1,8,2,train
cướp giật,1,11,2,train
lừa đảo,1,9,2,train
chọc,1,5,1,train
ác đức,1,8,2,train
sống làm chi,1,12,3,train
lm đéo j,1,8,3,train
đì,1,2,1,train
